signature,timestamp,hour,day_of_week,day_name,compute_units,fee_lamports,fee_sol,instructions,success,slot
29awN1UHsc7s9wrc2egffntULxYzyoLN8yiRHDtsW9yFP6FkQvt7Q4YmAiwNS4CH9FbnyJfuZDtQWSUokE1imyJV,2025-12-22 18:16:42+00:00,18,0,Monday,167472,10843,1.0843e-05,4,False,388459996
3EVe3p3GoGc225Q4w76RvHcBnteimSFC3g8P2soeUQaF11JksPYxmsuhhAPib6TyN14iP8AKRqnp594inNPnLspJ,2025-12-22 18:16:42+00:00,18,0,Monday,72645,5138,5.138e-06,3,False,388459996
5qNpDqALkmfAATMeN98MNpZaUmy7BDeMnft8EnPbeki5JFsfAr3QATCt1hTyz5qwxYfjFCaRQXNzftMAtHR4gBJ1,2025-12-22 18:16:42+00:00,18,0,Monday,203487,10843,1.0843e-05,4,False,388459996
Ntq9iwsurEUjJegM3J3p4L9dgkWxVDhEgVwTGEFXgS2RLy9KNr2ezaHDfTQ4MhWhPixwTWL8QYT6jZKW9xwwhWg,2025-12-22 18:16:42+00:00,18,0,Monday,167472,10843,1.0843e-05,4,False,388459996
2V9xNx2umQtiLZdBtveRjrhYEay3gsZHzTaFmvyS6PAChPd9P4LaiyuRgKo1qeU8brpftEqmZBA1dxXnczi4TWnW,2025-12-22 18:16:42+00:00,18,0,Monday,167472,10843,1.0843e-05,4,False,388459996
5ppRFGB8LDxknbdChD1goyqeoXxBeT5eBnHyDN5RLaF7qJZPRUbK2iWKxE86ybXwEv6zbzLXS2g9KGVeAp2SXF53,2025-12-22 18:16:42+00:00,18,0,Monday,167472,10843,1.0843e-05,4,False,388459996
2CQ2D9xgBoy9NrFHXbcPx17HQE5iacbB7ZqoSy68aL5urhzFGPfy1aZy66wpuabRukWvZfVjCpMPnSdgYZeCVFZf,2025-12-22 18:16:42+00:00,18,0,Monday,203487,10843,1.0843e-05,4,False,388459996
49NX2NyrCkV74Zr5k9E1x85gJH7ZyjRHPkMNiEZyjYMMDjzMnzAK9WjZD5dBMGBQN95xbcE8Xq3mHEcnZEfq5yaH,2025-12-22 18:16:42+00:00,18,0,Monday,203487,10843,1.0843e-05,4,False,388459996
3Enb7G5LJ8zzEsvkBm31cfXJp4c6erLtnF5Ze98KJK6RM6VKhJBrLweRRYQNQPrsMNhrmDpRWWD3w8riDqArAbhW,2025-12-22 18:16:42+00:00,18,0,Monday,203487,10843,1.0843e-05,4,False,388459996
4MUtV1CA4Y7eaKr3KdSqSHEwGrLNdtt9MybNgy7bJUxNxsTWfX1QbSg6L7fQzwMgQPcPBNFKYmxQ5tGZeFz7ML1x,2025-12-22 18:16:41+00:00,18,0,Monday,46864,5001,5.001e-06,4,True,388459995
M1NQKRbP1BC8nhZ8sH7ewNfbEZz9Ptg6GUF2UtCwDSL2uVaPs9X8ycYibFGhkXdP9qHq46wT4TkJ6UkH5tMSQWp,2025-12-22 18:16:41+00:00,18,0,Monday,13930,5000,5e-06,5,False,388459995
4cbWMTwrtezu7hRc95WzFhMRYfsfuJdpvbRdbrDK8ssbWMNQJd2zkdZpTWcpauf5SYmLoNiUh2scxGefRiErbTex,2025-12-22 18:16:41+00:00,18,0,Monday,30396,5000,5e-06,5,True,388459995
owsXuqk59DWEiKqPC1DdpctRGUCjGn9YDAw8z5u8FNbTYJrrTDSYFjfNjZVDF5a3Wp6bBgcq8WNCwcxYDrEPJFS,2025-12-22 18:16:41+00:00,18,0,Monday,187251,5138,5.138e-06,3,False,388459994
54s6gyRruE7G89SM9MSZSV1HuRkse7Ty3Bf6NYfUNA3agAQCn9iDxngTgWAqwa8E4jhU9DRVSHZirdLMAroSuEZ,2025-12-22 18:16:41+00:00,18,0,Monday,46969,5001,5.001e-06,4,True,388459994
eqcWpsReQZ8GeysSB75F6G3Nq22m4HixHHdCPEepDZkX2N9sXqUj2eNfEih2gfy1m9xQC6eJpE4CK1GgYUTm8sW,2025-12-22 18:16:41+00:00,18,0,Monday,55541,6000,6e-06,5,True,388459994
PqGz281789xqKwrgVMgjJHK5Fwam7GQ7h6aT4U8VLKbHqKwEcUwW4uKQjteJsuYZ3eqDUTPKBtnRRCsbo7gVnxp,2025-12-22 18:16:40+00:00,18,0,Monday,46970,5001,5.001e-06,4,True,388459993
5s1NqQNmzHdxyZ487a3nTHuJDHWChxLjK6zmMGJq4bdiVF1XE3vtmNE6eACCPHejLPn8Wi6VrpXx7W92MzMfyxZg,2025-12-22 18:16:40+00:00,18,0,Monday,28568,5000,5e-06,5,False,388459993
zXNTVWBV46MWbmNmVJRDguYJ1PLhwecrE8s5CU2vUeMPKCoD17PALyVCQMhVgV7gEpecavbdHBWPYawd8JGHuNb,2025-12-22 18:16:40+00:00,18,0,Monday,55541,6000,6e-06,5,True,388459993
2xEFoMy3Zvkhb5hhvvMP57tgVJTw75wu1Umx8R1MQZP4rDVrrzWP2bMsXiXgndf7hQdfxvZbAHX2SEKErMdkRkM6,2025-12-22 18:16:40+00:00,18,0,Monday,34770,5390,5.39e-06,4,True,388459992
DRR16sf3dUYqCAoSreHEqXAyR6WucrJChaK4L2C9NuX1HDCZDyjUipCi7LKfvBfF3Q56Zm4bYrUeuGJawSdDHqe,2025-12-22 18:16:40+00:00,18,0,Monday,32214,5869,5.869e-06,4,True,388459992
3GGevQYxJeUYH7uAJqEhsi9yBMDoPvTvVWHEKzFfB3KMs2ZSLYX1xEXuwq6pXBDXv4tNZ2NVpgVzhQQY4SSieZNA,2025-12-22 18:16:40+00:00,18,0,Monday,187251,5138,5.138e-06,3,False,388459992
3zGFskZPFquEwcDo8AjPJjmQwDAN6H2xs9M75nbHqmvpwsdmdeDnrZ6RZmACcxPJNc1EKMmHY9ESfhoxyveSeiGZ,2025-12-22 18:16:40+00:00,18,0,Monday,73524,5200,5.2e-06,5,False,388459992
4BFL4sWHoWTYTQ6JmWcLoFGMSPMwNnH9tDqeD2EfvuJEYSvozLadk5PTVDAUU2hUNUGoTu7VPAac8qw6ggMsJ1Vj,2025-12-22 18:16:40+00:00,18,0,Monday,147054,5138,5.138e-06,3,False,388459992
2VguetBhCyFfnmJ8g945Wn2J3ZbZpUKrTUHA8d7oNttZkEFG4uAUNMz3xWvwqix5kbUAcSdkKbtfv2ggWtbZjV12,2025-12-22 18:16:40+00:00,18,0,Monday,86185,5200,5.2e-06,5,False,388459992
4tuYdzSKMwpgy2qH59TTdj1RJ1DK2JtcBPgvfdfpGviKuYZ3KFSLoQTZQSqMhmRfuZicxfzaS4FoqN1yis72KBuy,2025-12-22 18:16:39+00:00,18,0,Monday,86412,5626,5.626e-06,4,True,388459991
3EfKL4Lf32vUDjXado8tTWvkPoB8B7HqwXEwPESP16NPTdWqsFvv9HAVLWFArLSaDEPGaUvB3fhGAXhBV12hS8qW,2025-12-22 18:16:39+00:00,18,0,Monday,102528,118034,0.000118034,6,True,388459991
